THREAT ID,THREAT,VULNERABILITY ID,VULNERABILITY,VTHE,COUNTERMEASURE ID,COUNTERMEASURE
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.7,Emergency data deletion/destruction procedures
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.8,Locking backups in fireproof safes
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.9,Obligation to contact the Security Officer
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.10,Obligation to contact any external support services
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems"
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.12,"Periodic review of the emergency plan, with any updates or changes"
M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,2,pr6.13,Test and simulate emergency procedures at least once every six months
M13,Destruction of the CED area,V38,System not protected from explosions,1,f4,Installation of equipment away from external perimeter walls
M13,Destruction of the CED area,V38,System not protected from explosions,1,f5,"Construction of external walls of the CED in solid building structures (reinforced concrete, solid bricks, double-layer perforated bricks) capable of withstanding medium-violence explosions"
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6,Emergency plan
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.1,Procedure manual to be provided to the personnel in charge
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.2,Placement of emergency procedure summary tables (including emergency and management telephone numbers)
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.3,Establish rules to verify that an emergency situation actually exists
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.4,Procedure for recovering damaged data
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.5,Presence of a checklist for emergency procedures
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.6,Procedures for repairing or replacing malfunctioning or defective hardware
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.7,Emergency data deletion/destruction procedures
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.8,Locking backups in fireproof safes
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.9,Obligation to contact the Security Officer
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.10,Obligation to contact any external support services
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems"
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes"
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months
M14,Accidental error,V16,Untrained staff,3,pe4,Staff training
M14,Accidental error,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff
M14,Accidental error,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out
M14,Accidental error,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired
M14,Accidental error,V16,Untrained staff,3,pe4.4,Periodic knowledge checks
M14,Accidental error,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise
M14,Accidental error,V14,Inadequate supervision,1,s11,Trusted path
M14,Accidental error,V14,Inadequate supervision,1,s12,Trusted recovery capability
M14,Accidental error,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M14,Accidental error,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M14,Accidental error,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M14,Accidental error,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company
M14,Accidental error,V6,Insufficient error detection,2,pr9.3,Definition of system security features
M14,Accidental error,V6,Insufficient error detection,2,pr9.8,Functional tests on the correct functioning of safety procedures
M14,Accidental error,V6,Insufficient error detection,2,pr9.13,Formal demonstrations of how the software works
M14,Accidental error,V6,Insufficient error detection,2,pr30,Continuous availability of technical and support staff
V11,Accidental error,V11,Errors in programs,2,pr9,Software development/update control
V11,Accidental error,V11,Errors in programs,2,pr28,Validation/certification of new software
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1,Procedures for backing up software and data
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.1,Backup plan
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.2,Rotating the memories used for backups
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.3,Backup done at the end of the day
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.4,Assignment of responsibilities and tasks
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.5,Creating multiple copies
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.6,Documentation relating to copies
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11,Physical system lock
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11.1,System anchored on supports
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11.2,Steel cable anchored system
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7,Physical access control
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.1,Checkpoint at the main entrance
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.2,Checkpoint at secondary entrances
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.3,Checkpoint at individual floors or offices
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.4,Bars on the windows
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.5,Armored doors
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.6,Combination locks
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.7,Anti-throw grates
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.8,Vents and ventilation paths narrow enough to prevent intruders from passing through
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.9,Installation of devices on the locks of panic doors of emergency exits that activate an alarm in the event of opening
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.10,Lack of windows in the CED area
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.11,Via badge reader
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.12,Via microprocessor board
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.13,Via identification code on keyboard
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.14,Via a card with visible barcode
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12,Biometric recognition
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.1,Retina Reading
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.2,Fingerprint reading
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.3,Hand shape reading
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.4,Voice Print Recognition
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.5,Signature recognition
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8,Personal recognition of employees
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8.1,"Assignment to authorized personnel of a badge with photograph, personal data and identification code"
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8.2,Periodic inspection of the times and names of those who have access to restricted areas
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9,Accompaniment of all visitors
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.1,Visitors must leave an identity document at the checkpoint
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.2,Visitors are picked up by the staff and accompanied to the destination office
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.3,Presence of a visitor log
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.4,"Numbered pass release with ""Visitor"" indication"
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.5,Visitors are never left alone or free to roam the offices unaccompanied.
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.6,Visitors are escorted back to the exit by the staff
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10,Surveillance staff present after working hours
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.1,24/7 duty shifts
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.2,Attendance shifts
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.3,Armed surveillance
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.4,Checking the premises and closing the doors and windows
M16,Fire,V26,Inadequate fire protection,7,f1,"CED area isolation, with separate location, to minimize damage from water or fire"
M16,Fire,V26,Inadequate fire protection,7,f3,Arrangement of main CED area not higher than third floor/level for easy access in case of fire
M16,Fire,V26,Inadequate fire protection,7,f8,Environmental parameter control
M16,Fire,V26,Inadequate fire protection,7,f8.1,Smoke control via sensors positioned in areas with air flow
M16,Fire,V26,Inadequate fire protection,7,f8.2,Fire control via sensors placed in areas with air flow
M16,Fire,V26,Inadequate fire protection,7,f8.3,Connection of fire sensors to the fire brigade control centre or to internal surveillance personnel
M16,Fire,V26,Inadequate fire protection,7,f8.5,Temperature control
M16,Fire,V26,Inadequate fire protection,7,f8.6,Humidity control
M16,Fire,V26,Inadequate fire protection,7,f8.7,Audible and visual alarm in case of fire or flood
M16,Fire,V26,Inadequate fire protection,7,f11,Fire safety measures
M16,Fire,V26,Inadequate fire protection,7,f11.1,Smoking ban
M16,Fire,V26,Inadequate fire protection,7,f11.2,System with Halon 1301 gas or alternative
M16,Fire,V26,Inadequate fire protection,7,f11.3,System with Halon 1211 gas or alternative
M16,Fire,V26,Inadequate fire protection,7,f11.4,CO2 systems
M16,Fire,V26,Inadequate fire protection,7,f11.5,Liquid systems
M16,Fire,V26,Inadequate fire protection,7,f11.6,Manual fire extinguishers
M16,Fire,V26,Inadequate fire protection,7,f11.7,Fire doors
M16,Fire,V26,Inadequate fire protection,7,f11.8,Fireproof safes
M16,Fire,V26,Inadequate fire protection,7,f11.9,Separation of the data processing area from nearby offices with walls approved for fire resistance of no less than one hour
M16,Fire,V26,Inadequate fire protection,7,f11.10,Extension of fire resistant walls from floor structure to ceiling structure
M16,Fire,V26,Inadequate fire protection,7,f11.11,"Use of proven fire-resistant material for suspended floors, false ceilings and furnishings of the CED"
M16,Fire,V26,Inadequate fire protection,7,f11.12,Fire barriers inside the ventilation ducts of the air conditioning system
M16,Fire,V28,Inadequate high temperature protection,1,f8,Environmental parameter control
M16,Fire,V28,Inadequate high temperature protection,1,f8.5,Temperature control
M16,Fire,V28,Inadequate high temperature protection,1,f8.6,Humidity control
M16,Fire,V28,Inadequate high temperature protection,1,f13,Air conditioning equipment
M16,Fire,V28,Inadequate high temperature protection,1,f13.1,Maintain humidity at levels established by technical specifications
M16,Fire,V28,Inadequate high temperature protection,1,f13.2,Maintaining temperatures at levels established by technical specifications
M16,Fire,V12,Untested emergency procedures,1,pr6,Emergency plan
M16,Fire,V12,Untested emergency procedures,1,pr6.1,Procedure manual to be provided to the personnel in charge
M16,Fire,V12,Untested emergency procedures,1,pr6.2,Placement of emergency procedure summary tables (including emergency and management telephone numbers)
M16,Fire,V12,Untested emergency procedures,1,pr6.3,Establish rules to verify that an emergency situation actually exists
M16,Fire,V12,Untested emergency procedures,1,pr6.4,Procedure for recovering damaged data
M16,Fire,V12,Untested emergency procedures,1,pr6.5,Presence of a checklist for emergency procedures
M16,Fire,V12,Untested emergency procedures,1,pr6.6,Procedures for repairing or replacing malfunctioning or defective hardware
M16,Fire,V12,Untested emergency procedures,1,pr6.7,Emergency data deletion/destruction procedures
M16,Fire,V12,Untested emergency procedures,1,pr6.8,Locking backups in fireproof safes
M16,Fire,V12,Untested emergency procedures,1,pr6.9,Obligation to contact the Security Officer
M16,Fire,V12,Untested emergency procedures,1,pr6.10,Obligation to contact any external support services
M16,Fire,V12,Untested emergency procedures,1,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems"
M16,Fire,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes"
M16,Fire,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1,Procedures for backing up software and data
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.1,Backup plan
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.2,Rotating the memories used for backups
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.3,Backup done at the end of the day
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.4,Assignment of responsibilities and tasks
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.5,Creating multiple copies
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.6,Documentation relating to copies
M17,Entering false information,V14,Inadequate supervision,1,s11,Trusted path
M17,Entering false information,V14,Inadequate supervision,1,s12,Trusted recovery capability
M17,Entering false information,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M17,Entering false information,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M17,Entering false information,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M17,Entering false information,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M17,Entering false information,V16,Untrained staff,3,pe4,Staff training
M17,Entering false information,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff
M17,Entering false information,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out
M17,Entering false information,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired
M17,Entering false information,V16,Untrained staff,3,pe4.4,Periodic knowledge checks
M17,Entering false information,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9,COMSEC Measures
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.1,TEMPEST Devices
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.2,Encryption devices
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.3,Screened rooms
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.4,COMSEC Regulatory Enforcement
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9,COMSEC Measures
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.1,TEMPEST Devices
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.2,Encryption devices
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.3,Screened rooms
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.4,COMSEC Regulatory Enforcement
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr21,Hardware and software inventory
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26,Configuration Management
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.1,Assigning a unique identifier to each entry
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.2,Developing a Configuration Management Plan
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.3,Recording all changes to a system's configuration
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.4,Implementing a configuration control plan
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.5,Life cycle assurance
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8,Software for controlling hardware operation
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.1,CPU Operation Check
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.2,CPU Usage Monitoring
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.3,Monitor system memory usage
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.4,Disk Activity Monitor
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.5,Network activity and traffic monitoring
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.6,Compiling network activity statistics
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.7,System Disk Performance Check
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.8,Remote systems monitoring
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.9,Software for UPS management and server shutdown even in the absence of the system administrator
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.10,Hardware diagnostic software
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8,Software for controlling hardware operation
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.1,CPU Operation Check
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.2,CPU Usage Monitoring
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.3,Monitor system memory usage
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.4,Disk Activity Monitor
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.5,Network activity and traffic monitoring
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.6,Compiling network activity statistics
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.7,System Disk Performance Check
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.8,Remote systems monitoring
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.9,Software for UPS management and server shutdown even in the absence of the system administrator
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.10,Hardware diagnostic software
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12,Trusted recovery capability
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.1,Restarting the system in single-user mode
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.2,Recovering files that were active at the time of system failure
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.3,Recovering damaged files using previously made backups
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.4,"Check critical files, associated with passwords"
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9,COMSEC Measures
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.1,TEMPEST Devices
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.2,Encryption devices
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.3,Screened rooms
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.4,COMSEC Regulatory Enforcement
M20,Service interruption,V7,Untested software applications,2,pr9,Software development/update control
M20,Service interruption,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development
M20,Service interruption,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M20,Service interruption,V7,Untested software applications,2,pr9.3,Definition of system security features
M20,Service interruption,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M20,Service interruption,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures
M20,Service interruption,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers
M20,Service interruption,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects"
M20,Service interruption,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures
M20,Service interruption,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities
M20,Service interruption,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken
M20,Service interruption,V7,Untested software applications,2,pr9.11,System Penetration Test
M20,Service interruption,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration"
M20,Service interruption,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works
M20,Service interruption,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management
M20,Service interruption,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy
M20,Service interruption,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M20,Service interruption,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M20,Service interruption,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees
M20,Service interruption,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training
M20,Service interruption,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news
M20,Service interruption,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company
M20,Service interruption,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M20,Service interruption,V23,Unauthorized software applications,2,pr21,Hardware and software inventory
M20,Service interruption,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M20,Service interruption,V23,Unauthorized software applications,2,pr26,Configuration Management
M20,Service interruption,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry
M20,Service interruption,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan
M20,Service interruption,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration
M20,Service interruption,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan
M20,Service interruption,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance
M20,Service interruption,V14,Inadequate supervision,1,s11,Trusted path
M20,Service interruption,V14,Inadequate supervision,1,s12,Trusted recovery capability
M20,Service interruption,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M20,Service interruption,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M20,Service interruption,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M20,Service interruption,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M21,Masking,V14,Inadequate supervision,1,s11,Trusted path
M21,Masking,V14,Inadequate supervision,1,s12,Trusted recovery capability
M21,Masking,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M21,Masking,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M21,Masking,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M21,Masking,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M21,Masking,V16,Untrained staff,3,pe4,Staff training
M21,Masking,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff
M21,Masking,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out
M21,Masking,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired
M21,Masking,V16,Untrained staff,3,pe4.4,Periodic knowledge checks
M21,Masking,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise
M21,Masking,V17,Misuse of information by end users,3,pe3,Instructions on safety and personnel management
M21,Masking,V17,Misuse of information by end users,3,pe3.1,Motivate staff to follow the company's safety policy
M21,Masking,V17,Misuse of information by end users,3,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M21,Masking,V17,Misuse of information by end users,3,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M21,Masking,V17,Misuse of information by end users,3,pe3.4,Avoid situations of discontent on the part of employees
M21,Masking,V17,Misuse of information by end users,3,pe3.5,Regularly review staff safety training
M21,Masking,V17,Misuse of information by end users,3,pe3.6,Keep staff informed of safety news
M21,Masking,V17,Misuse of information by end users,3,pe3.7,Maintain a climate of serenity within the company
M21,Masking,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management
M21,Masking,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy
M21,Masking,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M21,Masking,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M21,Masking,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees
M21,Masking,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training
M21,Masking,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news
M21,Masking,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company
M21,Masking,V24,Abandoned waste material,2,pe3,Instructions on safety and personnel management
M21,Masking,V24,Abandoned waste material,2,pe3.1,Motivate staff to follow the company's safety policy
M21,Masking,V24,Abandoned waste material,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M21,Masking,V24,Abandoned waste material,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M21,Masking,V24,Abandoned waste material,2,pe3.4,Avoid situations of discontent on the part of employees
M21,Masking,V24,Abandoned waste material,2,pe3.5,Regularly review staff safety training
M21,Masking,V24,Abandoned waste material,2,pe3.6,Keep staff informed of safety news
M21,Masking,V24,Abandoned waste material,2,pe3.7,Maintain a climate of serenity within the company
M21,Masking,V24,Abandoned waste material,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M21,Masking,V24,Abandoned waste material,2,pr4,"Checking waste collection containers to see if they contain objects (documents, disks, tapes, etc.) that may contain data"
M21,Masking,V25,Insufficient information surveillance,3,f15,Terminal/Printer Positioning
M21,Masking,V25,Insufficient information surveillance,3,f15.1,Not facing passageways (inaccessible to direct view)
M21,Masking,V25,Insufficient information surveillance,3,f15.2,Not facing the window (inaccessible to direct view)
M21,Masking,V25,Insufficient information surveillance,3,pr31,"Control of documentation exiting the CED, with recording of the date, time and employee"
M21,Masking,V25,Insufficient information surveillance,3,pr32,Procedure of marking tapes and disks with labels that can be detected by special sensors to prevent information theft
M21,Masking,V25,Insufficient information surveillance,3,pr34,Cross-checking of entered data (only for high ranking)
M21,Masking,V8,Inadequate logical access control,4,s1,Identification and authentication
M21,Masking,V8,Inadequate logical access control,4,s1.1,Password is not displayed on screen as you type
M21,Masking,V8,Inadequate logical access control,4,s1.2,The password is case sensitive.
M21,Masking,V8,Inadequate logical access control,4,s1.3,Password requires special characters
M21,Masking,V8,Inadequate logical access control,4,s1.4,Password must contain at least one numeric character
M21,Masking,V8,Inadequate logical access control,4,s1.5,Password must contain at least one alphabetic character
M21,Masking,V8,Inadequate logical access control,4,s1.6,The password must not contain more than three consecutive numbers or letters
M21,Masking,V8,Inadequate logical access control,4,s1.7,The password must not contain more than two consecutive identical numbers or letters
M21,Masking,V8,Inadequate logical access control,4,s1.8,New passwords must always be entered twice to verify correct typing.
M21,Masking,V8,Inadequate logical access control,4,s1.9,Encryption of passwords in transit on the network
M21,Masking,V8,Inadequate logical access control,4,s1.10,Encryption of passwords stored on the host
M21,Masking,V8,Inadequate logical access control,4,s1.11,Access blocked after n failed login attempts
M21,Masking,V8,Inadequate logical access control,4,s1.12,Time-limited access
M21,Masking,V8,Inadequate logical access control,4,s1.13,Viewing Last Login Messages
M21,Masking,V8,Inadequate logical access control,4,s1.14,Disabling system messages
M21,Masking,V8,Inadequate logical access control,4,s1.15,Periodic password change request
M21,Masking,V8,Inadequate logical access control,4,s1.16,Request for a different password from the previous one each time it is changed
M21,Masking,V8,Inadequate logical access control,4,s1.17,Creation of pronounceable passwords by the system
M21,Masking,V8,Inadequate logical access control,4,s1.18,Password expiration control
M21,Masking,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment
M21,Masking,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid
M21,Masking,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords
M21,Masking,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts
